name,fastpass_booth,created_at,updated_at,short_name,open_emh_morning,open_emh_evening,single_rider,time_zone,seasonal,open_very_merry,open_not_so_scary,category_code,duration,scheduled_code,what_it_is,scope_and_scale_code,when_to_go,average_wait_per_hundred,average_wait_assumes,loading_speed,probable_wait_time,special_needs,height_restriction,intense,extinct_on,opened_on,frightening,physical_considerations,handheld_captioning,video_captioning,reflective_captioning,assistive_listening,audio_description,wheelchair_transfer_code,no_service_animals,sign_language,service_animal_check,not_to_be_missed,rider_swap,ultimate_code,ultimate_task,park_entrance,relative_open,relative_close,close_at_dusk,crowd_calendar_version,match_name,crazy_threshold,fastpass_only,allow_showtimes_after_close,disconnected_fastpass_booth,arrive_before,arrive_before_fp,allow_time_restriction,relative_open_to_sunset,relative_close_to_sunset,closing_round_code,walking_time_proxy_id,flexible_duration,operator_id,operator_type,hide_app,showtime_proxy_id,sort_name,extinct_on_uncertain,opened_on_uncertain,opened_on_known,ignore_scrapes,extra_cost,climate_controlled,wet,operational_notes,masthead_circle_x,masthead_circle_y,latitude,longitude,open_early,themeparks_id,has_virtual_queue,relative_open_base,virtual_queue_only,fastpass_average_minutes_saved,fastpass_average_gone_at
Seven Dwarfs Mine Train,False,2012-05-15T14:57:22.000-04:00,2023-01-15T22:03:41.000-05:00,7 Dwarfs Train,True,True,False,Eastern Time (US & Canada),False,True,True,ride,3.0,0,Indoor/outdoor roller coaster,headliner,First 30 minutes the park is open.,5.0,0,Moderate-fast,20 minutes,0,38,False,0,2014-05-28,False,False,False,False,False,False,False,must_transfer_from_wheelchair,True,False,False,True,True,core,Ride.,False,0,0,0,4,SFN-TWRFS-MN-TRN,180,False,False,False,0,0,False,0,0,0,0,False,16767284,Attraction,False,0,seven dwarfs mine train,0,0,0,False,False,False,False,0,714,192,28.42037,-81.58031,False,9d4d5229-7142-44b6-b4fb-528920969a2c,False,0,False,51,2000-01-01T13:00:00.000Z
Space Mountain,False,2009-07-13T19:14:05.000-04:00,2023-03-21T12:17:22.000-04:00,Space Mountain,True,True,False,Eastern Time (US & Canada),False,True,True,ride,10.0,0,Roller coaster in the dark,super_headliner,When the park opens.,3.0,Two tracks dispatching at 21-second intervals,Moderate-fast,0,0,44,True,0,1975-01-15,False,True,False,False,False,False,False,must_transfer_to_wheelchair_then_ride_vehicle,True,False,False,True,True,core,Ride. No queue games necessary. Difficult photo.,False,0,0,0,4,SPS-MNTN,180,False,False,False,0,0,False,0,0,0,0,False,80010190,Attraction,False,0,space mountain,0,0,0,False,False,True,False,0,921,132,28.41883417,-81.57819629,False,b2260923-9315-40fd-9c6b-44dd811dbe64,False,0,False,22,2000-01-01T18:00:00.000Z
Swiss Family Treehouse,False,2009-07-13T19:14:05.000-04:00,2021-07-24T22:57:32.000-04:00,Swiss Family Tree,False,True,False,Eastern Time (US & Canada),False,True,True,walkthrough,12.5,0,Outdoor walk-through treehouse,minor_attraction,Anytime,7.0,0,Doesn't apply,0,0,0,False,0,1971-10-01,False,False,False,False,False,False,False,must_be_ambulatory,False,False,False,False,False,core,"Walk through entire tree, from beginning to end.",False,0,0,0,2,SWS-FML-TRHS,150,False,False,False,0,0,False,0,0,0,0,False,80010196,Attraction,False,0,swiss family treehouse,0,0,0,False,False,False,False,0,1154,244,28.41843255,-81.58279827,False,30fe3c64-af71-4c66-a54b-aa61fd7af177,False,0,False,0,0
Tom Sawyer Island,False,2009-07-13T19:14:05.000-04:00,2022-07-30T22:45:54.000-04:00,Tom Sawyer Island,False,False,False,Eastern Time (US & Canada),False,False,False,ride,30.0,0,Outdoor walk-through exhibit and rustic playground,minor_attraction,Midmorning-late afternoon,0.0,0,0,0,0,0,False,0,1973-05-20,False,False,False,False,False,False,False,must_be_ambulatory,False,False,False,False,False,core,"Fire rifle in Fort Langhorn, enter a cave, and walk on barrel bridge.",False,0,0,0,2,TM-SYR-ISLNT,150,False,False,False,0,0,False,0,-30,up_15,0,True,80010220,Attraction,False,0,tom sawyer island,0,0,0,False,False,False,False,0,144,40,28.419503,-81.58428,False,4bef7560-ed81-47c7-b178-6544abe3daaf,False,0,False,0,0
Tomorrowland Speedway,False,2009-07-13T19:14:06.000-04:00,2023-01-15T22:03:41.000-05:00,Tom'land Speedway,True,True,False,Eastern Time (US & Canada),False,True,True,ride,4.25,0,Drive-'em yourself miniature cars,major_attraction,Before 10 a.m. or during last 2 hours before closing.,4.5,285-car turnover every 20 minutes,Slow,0,0,32,False,0,1971-10-01,False,True,False,False,False,False,False,must_transfer_from_wheelchair,False,False,False,False,True,core,Ride.,False,0,0,0,4,TMRLNT-SPTW,150,False,False,False,0,0,False,0,0,0,0,False,80010222,Attraction,False,0,tomorrowland speedway,0,0,0,False,False,False,False,0,390,136,28.419368,-81.579302,False,f163ddcd-43e1-488d-8276-2381c1db0a39,False,0,False,5,2000-01-01T20:00:00.000Z
Tomorrowland Transit Authority PeopleMover,False,2009-07-13T16:14:06.000-07:00,2021-11-15T10:09:54.000-08:00,PeopleMover,True,False,False,Eastern Time (US & Canada),False,True,True,ride,10.0,0,Scenic tour of Tomorrowland,minor_attraction,"Anytime, but especially during hot, crowded times of day (11:30 a.m.-4:30 p.m.)",1.5,39 trains operating,Fast,0,0,0,False,0,1975-07-01,False,False,True,False,False,False,True,must_be_ambulatory,False,False,False,False,False,core,Ride.,False,0,0,0,4,TMRLNT-TRNST-A0RT-PPLMFR,150,False,False,False,0,0,False,0,0,0,0,False,80010224,Attraction,False,0,tomorrowland transit authority peoplemover,0,0,0,False,False,False,False,0,260,82,28.418155,-81.579033,False,ffcfeaa2-1416-4920-a1ed-543c1a1695c4,False,0,False,0,0
Under the Sea ~ Journey of the Little Mermaid,False,2012-05-16T10:32:07.000-07:00,2023-01-15T19:03:42.000-08:00,Under the Sea,True,True,False,Eastern Time (US & Canada),False,True,True,ride,7.0,0,Track ride in the dark,minor_attraction,"Before 10:30 a.m., during the last 2 hours before closing.",3.0,0,Fast,0,0,0,False,0,2012-12-06,False,False,False,False,False,False,False,must_transfer_to_wheelchair,False,False,False,False,False,core,Ride.,False,0,0,0,4,UNTR-S-JRN-LTL-MRMT,150,False,False,False,0,0,False,0,0,0,0,False,16767263,Attraction,False,0,under the sea  journey of the little mermaid,0,0,0,False,False,True,False,0,327,90,28.42112032,-81.57997524,False,3cba0cb4-e2a6-402c-93ee-c11ffcb127ef,False,0,False,12,2000-01-01T21:00:00.000Z
Walt Disney World Railroad - Fantasyland,False,2009-09-17T14:05:56.000-04:00,2022-12-23T10:37:29.000-05:00,Railroad Fantasyland,False,False,False,Eastern Time (US & Canada),False,False,False,ride,20.0,0,Scenic railroad ride to Main Street U.S.A. and Frontierland.,minor_attraction,Anytime,8.0,2 or more trains operating,Moderate,0,Rental strollers may not be taken on the Walt Disney World Railroad.,0,False,0,1988-06-18,False,False,True,False,False,False,True,must_transfer_to_wheelchair,False,False,False,False,False,core,"Ride the full loop. Does not need to be continuous. As long as full track loop is covered, any stations may be used.",False,0,0,0,4,WLT-TSN-WRLT-RLRT-FNTSLNT,150,False,False,False,0,0,False,0,0,0,0,False,16491299,Attraction,False,0,walt disney world railroad  fantasyland,0,0,0,False,False,False,False,0,1244,311,28.420947,-81.578385,False,e40ac396-cbac-43f4-8752-764ed60ccceb,False,0,False,0,0
Walt Disney World Railroad - Frontierland,False,2009-09-17T14:05:30.000-04:00,2022-12-23T10:37:40.000-05:00,Railroad Frontierland,False,False,False,Eastern Time (US & Canada),False,False,False,ride,20.0,0,Scenic railroad ride to Fantasyland or Main Street,minor_attraction,Anytime,8.0,2 or more trains operating,Moderate,0,Rental strollers may not be taken on the Walt Disney World Railroad.,0,False,0,1972-05-01,False,False,True,False,False,False,True,must_transfer_to_wheelchair,False,False,False,False,False,core,"Ride the full loop. Does not need to be continuous. As long as full track loop is covered, any stations may be used.",False,0,0,0,4,WLT-TSN-WRLT-RLRT-FRNTRLNT,150,False,False,False,0,0,False,0,0,0,0,False,2219610,Attraction,False,0,walt disney world railroad  frontierland,0,0,0,False,False,False,False,0,580,98,28.419679,-81.58502,False,06c599f9-1ddf-4d47-9157-a992acafc96b,False,0,False,0,0
"Walt Disney World Railroad - Main Street, U.S.A.",False,2009-07-13T19:14:06.000-04:00,2022-12-23T10:37:57.000-05:00,Railroad Main St,False,False,False,Eastern Time (US & Canada),False,False,False,ride,20.0,0,"Scenic railroad ride around the perimeter of the Magic Kingdom, and transportation to Frontierland and Fantasyland.",minor_attraction,Anytime,8.0,2 or more trains operating,Moderate,0,"<p>Only folded strollers are permitted on the train, so you can’t board with
your rented Disney stroller. You can, however, obtain a replacement stroller
at your destination. Just take your personal belongings, stroller name card,
and rental receipt with you on the train.</p>

",0,False,0,1971-10-01,False,False,True,False,False,False,True,must_transfer_to_wheelchair,False,False,False,False,False,core,"Ride the full loop. Does not need to be continuous. As long as full track loop is covered, any stations may be used.",False,0,0,0,4,WLT-TSN-WRLT-RLRT-MN-STRT-U-S,150,False,False,False,0,0,False,0,0,0,0,False,80010230,Attraction,False,0,walt disney world railroad  main street usa,0,0,0,False,False,False,False,0,573,103,28.416637,-81.581202,False,e39b831b-7731-49bb-815b-289b4f49a9fd,False,0,False,0,0
Walt Disney's Carousel of Progress,False,2009-07-13T19:14:06.000-04:00,2021-11-15T13:12:03.000-05:00,Carousel of Progress,True,False,False,Eastern Time (US & Canada),False,False,False,continuous_show,21.0,0,Audioanimatronic theater production,major_attraction,Anytime,0.0,0,0,10,0,0,False,0,1975-01-15,False,False,True,True,False,True,True,may_remain_in_wheelchair,False,False,False,False,False,core,View full show. Difficult to take a good photo.,False,0,60,0,2,WLT-TSNS-KRSL-PRKRS,150,False,False,False,0,0,False,0,0,0,0,False,80010232,Attraction,False,0,walt disneys carousel of progress,0,0,0,False,False,True,False,0,1116,96,28.4180311,-81.57900831,False,8183f3f2-1b59-4b9c-b634-6a863bdf8d84,False,0,False,0,0
Walt Disney's Enchanted Tiki Room,False,2009-07-13T19:14:05.000-04:00,2023-02-08T11:29:15.000-05:00,Enchanted Tiki Rm,False,True,False,Eastern Time (US & Canada),False,False,False,continuous_show,15.5,0,Audioanimatronic Pacific- island musical-theater show.,minor_attraction,Before 11 a.m. or after 3:30 p.m.,0.0,0,0,15,0,0,False,0,1971-10-01,False,False,True,False,False,True,True,may_remain_in_wheelchair,False,False,False,False,False,core,View full show (pre-show not required). Difficult to take photo.,False,0,0,0,2,WLT-TSNS-ENXNTT-TK-RM,150,False,False,False,0,0,False,0,0,0,0,False,16124144,Attraction,False,0,walt disneys enchanted tiki room,0,0,0,False,False,True,False,0,1258,68,28.41822646,-81.58373838,False,6fd1e225-53a0-4a80-a577-4bbc9a471075,False,0,False,0,0
